;0;1;2
0;0.0;0.0;0.0
1;1.0;0.0;0.0
2;1.0;1.0;0.0
3;0.0;1.0;0.0
4;0.5;0.5;0.0
5;0.0;0.5;0.0
6;0.5;0.0;0.0
7;1.0;0.5;0.0
8;0.5;1.0;0.0
9;0.75;0.25;0.0
10;0.25;0.75;0.0
11;0.75;0.75;0.0
12;0.5;0.25;0.0
13;0.75;0.0;0.0
14;1.0;0.25;0.0
15;0.875;0.375;0.0
16;0.875;0.125;0.0
17;0.875;0.25;0.0
18;1.0;0.375;0.0
19;0.9375;0.4375;0.0
20;0.9375;0.375;0.0
21;1.0;0.4375;0.0
22;0.96875;0.46875;0.0
23;1.0;0.75;0.0
24;0.8689419104900497;0.5373080895099505;0.0
25;0.9124835126521668;0.49376648734783324;0.0
26;0.9358078450347164;0.4704421549652837;0.0
27;1.0;0.625;0.0
28;0.9550434902001846;0.5137065097998154;0.0
29;1.0;0.5625;0.0
30;0.9162636337310273;0.5410882105888108;0.0
31;1.0;0.53125;0.0
32;0.8942132083905895;0.5190377852483731;0.0
33;0.8323599383514748;0.46009562751696126;0.0
34;0.8701293886355796;0.48238592921610146;0.0
35;0.8985311981463879;0.4520128098039651;0.0
36;0.8289780392538226;0.5089701087527955;0.0
37;0.9043737507903263;0.40812624920967366;0.0
38;0.9567354451528112;0.5572549797190991;0.0
39;1.0;0.59375;0.0
40;0.9497951890346423;0.609375;0.0
41;0.9243962883038767;0.5794708153445643;0.0
42;0.8565380857549996;0.6628439615497987;0.0
43;0.8982045213149825;0.6274548789586273;0.0
44;0.9205243658760232;0.608497682069163;0.0
45;0.8585536313379546;0.5096095659236918;0.0
46;0.6990080342865328;0.47542250927243757;0.0
47;0.8616238603511023;0.42476720525164774;0.0
48;0.90625;0.37687624920967366;0.0
49;0.8944338233968961;0.3125;0.0
50;0.9197844885563133;0.341119464973492;0.0
51;0.8871355329078209;0.344502048919151;0.0
52;0.798910590591216;0.3270596115626144;0.0
53;0.8464607772343645;0.3183926496700187;0.0
54;1.0;0.3125;0.0
55;0.9643754785361485;0.33937547853614847;0.0
56;0.9356237507903263;0.40625;0.0
57;0.7988790638167875;0.5937661172648213;0.0
58;0.7671063772577505;0.4801346150344342;0.0
59;0.8151733873052134;0.3856013344820035;0.0
60;0.8120979047631156;0.26463762383130734;0.0
61;0.8669263663868175;0.2867818130515313;0.0
62;0.8344683176707033;0.28819808609627473;0.0
63;0.9484748828372364;0.28125;0.0
64;0.9280422463044011;0.30826753527434814;0.0
65;0.9067079531923439;0.27441207973270104;0.0
66;1.0;0.125;0.0
67;0.9390799959973408;0.207657272176807;0.0
68;0.9328269717903913;0.24585157861943463;0.0
69;0.9019958596627413;0.22119501442552794;0.0
70;1.0;0.1875;0.0
71;0.9661444998369828;0.2522813275780747;0.0
72;1.0;0.28125;0.0
73;1.0;0.21875;0.0
74;0.837177171065393;0.1875;0.0
75;0.9038753296406229;0.16878204315563428;0.0
76;0.8648584850903683;0.21344276142810392;0.0
77;0.839553250415114;0.2401481270744509;0.0
78;0.8708533497069652;0.17930658279592962;0.0
79;1.0;0.34375;0.0
80;0.96875;0.37062547853614847;0.0
81;0.8259238787311863;0.5556259438308432;0.0
82;0.8035852459095675;0.4826587922708465;0.0
83;0.8277616170332023;0.3505745935788602;0.0
84;0.8475688787136207;0.39430840603409106;0.0
85;0.8224484383350382;0.4231526080892448;0.0
86;0.7878688766145352;0.4449339083569567;0.0
87;0.7358129452616241;0.43795320542914534;0.0
88;0.9680094115720698;0.30714379896117106;0.0
89;0.9682097085386283;0.22050943503363843;0.0
90;0.9375;0.11519273452715864;0.0
91;1.0;0.40625;0.0
92;0.9678118753951632;0.41999875079032634;0.0
93;0.865257600610467;0.5883269286099375;0.0
94;0.8921830089190782;0.5662433979127789;0.0
95;0.7659074704593765;0.5417276003219529;0.0
96;0.7832795698135253;0.5112575870519122;0.0
97;0.7979669918561836;0.5398186880790812;0.0
98;0.7334279075318019;0.47242125974036886;0.0
99;0.7424378533174422;0.5104626034781196;0.0
100;0.6699491729977617;0.5893189380799952;0.0
101;0.713511670731331;0.5566179866402734;0.0
102;0.6164734734759857;0.3575406216700917;0.0
103;0.7674534900129383;0.39958988770600995;0.0
104;0.7933020092333337;0.41521987786360076;0.0
105;0.9513117320010688;0.16120249331597114;0.0
106;0.9084834647212073;0.13432985013013568;0.0
107;0.8539921668155191;0.5618709485437734;0.0
108;0.8607389973165904;0.6255668579349575;0.0
109;0.8146044277192204;0.6392430226495459;0.0
110;0.8330737105449438;0.6033159158176844;0.0
111;0.6686806261555415;0.4088220549913578;0.0
112;0.7635619103460425;0.42860985977604715;0.0
113;0.7826676104014929;0.36310163628105324;0.0
114;0.7135324317810766;0.3556910330202417;0.0
115;0.7470013366121075;0.3696462083845538;0.0
116;0.7149254853304835;0.3994621259949042;0.0
117;0.7486096394875031;0.31867691761421146;0.0
118;0.7411636797509573;0.41013668645437007;0.0
119;0.6866041600056189;0.3784557630293148;0.0
120;0.6489437577850009;0.3766997001726454;0.0
121;0.5941288263786194;0.4325041367437581;0.0
122;0.6641865113757104;0.31377228074224084;0.0
123;0.6807737583372064;0.3442499974886651;0.0
124;0.6469699507848061;0.3428948472275235;0.0
125;0.7067384155648374;0.31036635127540557;0.0
126;0.607586724593542;0.2999621400688315;0.0
127;0.6146080428495726;0.3977965185694767;0.0
128;0.6801439438547414;0.2456225092526001;0.0
129;0.7337273529675549;0.2840230938279723;0.0
130;0.6354860722458352;0.43351127751854956;0.0
131;0.5344792385121118;0.373912234948371;0.0
132;0.6830758442742669;0.2822521420616524;0.0
133;0.6425865965446121;0.2794078697001613;0.0
134;0.7750255283689303;0.28287227708149537;0.0
135;0.7146834238293723;0.25401171039311754;0.0
136;0.7200130076989899;0.15677262552425103;0.0
137;0.7271074909757235;0.2059270647629553;0.0
138;0.6717617805077734;0.44762423283737873;0.0
139;0.6126824065703456;0.5202704983457612;0.0
140;0.5775089294612351;0.37590620128682345;0.0
141;0.5814618933645965;0.21540062316402547;0.0
142;0.7020611408169508;0.4313559592623795;0.0
143;0.6138045933612011;0.47418900092256033;0.0
144;0.5542063634447947;0.4134881353926739;0.0
145;0.5583353757709909;0.3243842619244597;0.0
146;0.6044848221956748;0.2546041339952625;0.0
147;0.6561842566072106;0.49014415061246;0.0
148;0.5860053245698588;0.3434156971075994;0.0
149;0.5569524591472689;0.3542275314820326;0.0
