;loss
0;0.3752062916755676
1;0.34936198592185974
2;0.31261277198791504
3;0.30027878284454346
4;0.29448261857032776
5;0.28930824995040894
6;0.2835659384727478
7;0.26374638080596924
8;0.2685423791408539
9;0.2425040602684021
10;0.23378577828407288
11;0.23935776948928833
12;0.22499343752861023
13;0.22013914585113525
14;0.21588775515556335
15;0.2154814451932907
16;0.20919103920459747
17;0.20224343240261078
18;0.1976712942123413
19;0.19989541172981262
20;0.19763918220996857
21;0.20223036408424377
22;0.19023378193378448
23;0.1939336061477661
24;0.19798733294010162
25;0.19144287705421448
26;0.1900973916053772
27;0.1921072006225586
28;0.1911734640598297
29;0.19707831740379333
30;0.1968369483947754
31;0.19266779720783234
32;0.1872405707836151
33;0.1798427402973175
34;0.17942720651626587
35;0.18303073942661285
36;0.18416433036327362
37;0.17563363909721375
38;0.17292527854442596
39;0.17574019730091095
40;0.17289267480373383
41;0.17746302485466003
42;0.1772364228963852
43;0.15914808213710785
44;0.16721147298812866
45;0.16528759896755219
46;0.16798394918441772
47;0.16640910506248474
48;0.16376811265945435
49;0.16986411809921265
50;0.16622331738471985
51;0.16292551159858704
52;0.15712088346481323
53;0.16146381199359894
54;0.15828672051429749
55;0.16064417362213135
56;0.14490152895450592
57;0.14847663044929504
58;0.15303543210029602
59;0.1435929536819458
60;0.155819833278656
61;0.15313619375228882
62;0.14534185826778412
63;0.1496509611606598
64;0.146650031208992
65;0.14671507477760315
66;0.14230720698833466
67;0.14910106360912323
68;0.14182502031326294
69;0.13854041695594788
70;0.14011073112487793
71;0.13769598305225372
72;0.1392023116350174
73;0.1394069790840149
74;0.14110350608825684
75;0.13787689805030823
76;0.13210038840770721
77;0.12822359800338745
78;0.12675940990447998
79;0.12614113092422485
80;0.13169273734092712
81;0.12608455121517181
82;0.12320277094841003
83;0.1170453429222107
84;0.11882299929857254
85;0.11339589953422546
86;0.12129132449626923
87;0.12579715251922607
88;0.11512195318937302
89;0.11825321614742279
90;0.11470478773117065
91;0.11837752908468246
92;0.11457792669534683
93;0.11405787616968155
94;0.10955990850925446
95;0.11279802024364471
96;0.10673090070486069
97;0.1111162081360817
98;0.11043062061071396
99;0.10624577850103378
100;0.10907056927680969
101;0.10036265850067139
102;0.1060708686709404
103;0.11265939474105835
104;0.1013883501291275
105;0.09968242049217224
106;0.09787455946207047
107;0.10171423107385635
108;0.09767363220453262
109;0.09365858137607574
110;0.09136506915092468
111;0.09691919386386871
112;0.10025510936975479
113;0.09209363907575607
114;0.0976676344871521
115;0.09271470457315445
116;0.09409235417842865
117;0.08855806291103363
118;0.09268157184123993
119;0.08723853528499603
120;0.09289345145225525
121;0.0938725396990776
122;0.09015753120183945
123;0.08605337142944336
124;0.08634530752897263
125;0.0870257318019867
126;0.08847035467624664
127;0.08153339475393295
128;0.08831845968961716
129;0.08605509996414185
130;0.08752138167619705
131;0.08415842801332474
132;0.08436613529920578
133;0.08017555624246597
134;0.08208231627941132
135;0.08381122350692749
136;0.08208992332220078
137;0.08077159523963928
138;0.07691003382205963
139;0.07881787419319153
140;0.07734841108322144
141;0.08497870713472366
142;0.08210418373346329
143;0.08340512961149216
144;0.08151181787252426
145;0.08239249885082245
146;0.08122170716524124
147;0.08077644556760788
148;0.07796633243560791
149;0.07508516311645508
150;0.07432400435209274
151;0.07521850615739822
152;0.07771914452314377
153;0.07663369178771973
154;0.07538280636072159
155;0.07150977849960327
156;0.07441696524620056
157;0.07307258248329163
158;0.06931626796722412
159;0.07840438187122345
160;0.07545959204435349
161;0.07717438042163849
162;0.07404772937297821
163;0.0752062276005745
164;0.07168520987033844
165;0.07359463721513748
166;0.07606827467679977
167;0.0697241798043251
168;0.07334837317466736
169;0.07620391249656677
170;0.07184701412916183
171;0.06969688087701797
172;0.07228150218725204
173;0.0740850567817688
174;0.06899388879537582
175;0.07042991369962692
176;0.07495304942131042
177;0.0671442300081253
178;0.07088837772607803
179;0.0659039244055748
180;0.06787053495645523
181;0.067343570291996
182;0.07090844213962555
183;0.06877933442592621
184;0.06888727098703384
185;0.06847485154867172
186;0.07000834494829178
187;0.0670032799243927
188;0.06686355173587799
189;0.06730855256319046
190;0.06333765387535095
191;0.06659300625324249
192;0.06486651301383972
193;0.06456717848777771
194;0.0646858736872673
195;0.06611138582229614
196;0.06311522424221039
197;0.0671669989824295
198;0.06206759810447693
199;0.0630636215209961
200;0.06589449942111969
201;0.06577269732952118
202;0.06237710639834404
203;0.06452226638793945
204;0.0662345141172409
205;0.06386019289493561
206;0.06425178050994873
207;0.06752565503120422
208;0.06329700350761414
209;0.06365405768156052
210;0.06039717048406601
211;0.0626571923494339
212;0.06334245204925537
213;0.057706527411937714
214;0.05814949795603752
215;0.056824371218681335
216;0.05881441757082939
217;0.059308528900146484
218;0.06120767816901207
219;0.060643989592790604
220;0.058212898671627045
221;0.06117318570613861
222;0.05715212598443031
223;0.06114254891872406
224;0.05832189321517944
225;0.05832023173570633
226;0.05701146274805069
227;0.06152154132723808
228;0.058234184980392456
229;0.05823188275098801
230;0.06245419383049011
231;0.061526041477918625
232;0.06217223405838013
233;0.06128949671983719
234;0.056127190589904785
235;0.055397264659404755
236;0.05750523507595062
237;0.06100906431674957
238;0.056048549711704254
239;0.05534675717353821
240;0.057472437620162964
241;0.05674125626683235
242;0.054351240396499634
243;0.056194134056568146
244;0.05340975895524025
245;0.05860210210084915
246;0.05191078782081604
247;0.05234759673476219
248;0.054072070866823196
249;0.054507628083229065
250;0.056670911610126495
251;0.05464944615960121
252;0.05567760393023491
253;0.05478564649820328
254;0.05467746779322624
255;0.055118389427661896
256;0.05595420300960541
257;0.05568269267678261
258;0.05181484669446945
259;0.056247904896736145
260;0.055611543357372284
261;0.04945379123091698
262;0.05209140479564667
263;0.05073246359825134
264;0.05422389134764671
265;0.05350049212574959
266;0.05479079484939575
267;0.0543241873383522
268;0.05177154019474983
269;0.05269636958837509
270;0.05395077168941498
271;0.050277434289455414
272;0.05433475971221924
273;0.05137399956583977
274;0.054814182221889496
275;0.05572202801704407
276;0.05331852287054062
277;0.0561874620616436
278;0.053693316876888275
279;0.05090116709470749
280;0.05153732746839523
281;0.05091741308569908
282;0.04976338520646095
283;0.04922031611204147
284;0.053038589656353
285;0.04881409928202629
286;0.050083182752132416
287;0.04864036291837692
288;0.04833434149622917
289;0.04914749041199684
290;0.049566030502319336
291;0.050383299589157104
292;0.049861349165439606
293;0.04831070452928543
294;0.04919945076107979
295;0.04992523789405823
296;0.04754775017499924
297;0.04662320017814636
298;0.04730241373181343
299;0.0507081113755703
300;0.04541797563433647
301;0.05047065019607544
302;0.049361102283000946
303;0.04836262762546539
304;0.04631723091006279
305;0.045927744358778
306;0.04893741011619568
307;0.04898375645279884
308;0.04903353005647659
309;0.04449167102575302
310;0.04790559038519859
311;0.04653571546077728
312;0.049449581652879715
313;0.04585925117135048
314;0.048405203968286514
315;0.05088392272591591
316;0.04525027051568031
317;0.04646161198616028
318;0.047668829560279846
319;0.04640867933630943
320;0.044361405074596405
321;0.04712267220020294
322;0.047089144587516785
323;0.04881066828966141
324;0.04581376165151596
325;0.04713624343276024
326;0.04392993822693825
327;0.04586196318268776
328;0.04316668212413788
329;0.04646037146449089
330;0.04393448680639267
331;0.04444123059511185
332;0.04462484270334244
333;0.04566430300474167
334;0.0432436466217041
335;0.04378597065806389
336;0.03902125358581543
337;0.04228954389691353
338;0.04540000110864639
339;0.04291114583611488
340;0.0440942719578743
341;0.04322507604956627
342;0.04369489476084709
343;0.04542238265275955
344;0.042974963784217834
345;0.04410238564014435
346;0.03941180557012558
347;0.04226437956094742
348;0.04134521633386612
349;0.042739223688840866
350;0.041821595281362534
351;0.040584687143564224
352;0.04315967112779617
353;0.03976640850305557
354;0.03985558822751045
355;0.039649464190006256
356;0.04066867008805275
357;0.0421438105404377
358;0.04228074476122856
359;0.04281127080321312
360;0.04068054258823395
361;0.0423087552189827
362;0.039955537766218185
363;0.043345678597688675
364;0.044443923979997635
365;0.04245214909315109
366;0.04096932336688042
367;0.039189260452985764
368;0.04270448908209801
369;0.0385289303958416
370;0.03816524147987366
371;0.04261181131005287
372;0.03980199992656708
373;0.041022468358278275
374;0.040850237011909485
375;0.03891300782561302
376;0.04025164246559143
377;0.036666397005319595
378;0.03630174323916435
379;0.040139663964509964
380;0.04079407826066017
381;0.04186883568763733
382;0.03735576197504997
383;0.03805100545287132
384;0.03902726247906685
385;0.04050005227327347
386;0.037654608488082886
387;0.0377713143825531
388;0.038214005529880524
389;0.04048054665327072
390;0.0376582033932209
391;0.03702673316001892
392;0.039102498441934586
393;0.03981882333755493
394;0.03881331533193588
395;0.03982430323958397
396;0.038705624639987946
397;0.03820507228374481
398;0.042856283485889435
399;0.038218904286623
400;0.037408407777547836
401;0.03640510514378548
402;0.03619953244924545
403;0.03969593718647957
404;0.037144921720027924
405;0.03801814466714859
406;0.03687131404876709
407;0.039592139422893524
408;0.03623636066913605
409;0.03620346635580063
410;0.03640413284301758
411;0.0377877838909626
412;0.03527051955461502
413;0.037169959396123886
414;0.038596563041210175
415;0.037025243043899536
416;0.036564040929079056
417;0.033933743834495544
418;0.037392307072877884
419;0.03557932376861572
420;0.03667686879634857
421;0.03675921633839607
422;0.03663938492536545
423;0.03284168615937233
424;0.03838826343417168
425;0.03670679032802582
426;0.03384685143828392
427;0.03865756466984749
428;0.03855583444237709
429;0.03474247455596924
430;0.03908746689558029
431;0.036185357719659805
432;0.03529300540685654
433;0.03698775917291641
434;0.03537750989198685
435;0.03501077741384506
436;0.034992896020412445
437;0.034178346395492554
438;0.03719746321439743
439;0.039464641362428665
440;0.03486749157309532
441;0.03605957329273224
442;0.03409476578235626
443;0.03838198632001877
444;0.0382549911737442
445;0.03649307042360306
446;0.03336071968078613
447;0.03619224578142166
448;0.03483681008219719
449;0.03674612194299698
450;0.035514313727617264
451;0.03518598899245262
452;0.0370737761259079
453;0.036091480404138565
454;0.03527320921421051
455;0.03583819791674614
456;0.03658544644713402
457;0.03653017431497574
458;0.034428514540195465
459;0.03577990457415581
460;0.033124737441539764
461;0.035969506949186325
462;0.03646215796470642
463;0.03371259570121765
464;0.035793282091617584
465;0.03494822233915329
466;0.03252215310931206
467;0.03215320035815239
468;0.03534916043281555
469;0.032374508678913116
470;0.037489961832761765
471;0.03704217076301575
472;0.031838662922382355
473;0.03278883546590805
474;0.035998228937387466
475;0.031093930825591087
476;0.03636987879872322
477;0.03301338851451874
478;0.03560788929462433
479;0.03431529924273491
480;0.03505122289061546
481;0.029844623059034348
482;0.035143766552209854
483;0.03184885531663895
484;0.03548330068588257
485;0.031177431344985962
486;0.03416166082024574
487;0.033042460680007935
488;0.03219093009829521
489;0.03388626500964165
490;0.03327469155192375
491;0.03310668095946312
492;0.03417358919978142
493;0.03194146975874901
494;0.03151986747980118
495;0.03357844427227974
496;0.030468061566352844
497;0.03274278715252876
498;0.031033668667078018
499;0.033002037554979324
500;0.0323280468583107
501;0.031111247837543488
502;0.031561873853206635
503;0.03212510794401169
504;0.03593442961573601
505;0.031508445739746094
506;0.03183777630329132
507;0.03195492923259735
508;0.03327085077762604
509;0.030959391966462135
510;0.031281229108572006
511;0.032653018832206726
512;0.033678457140922546
513;0.033923085778951645
514;0.03268880024552345
515;0.03432174399495125
516;0.030072461813688278
517;0.03323541209101677
518;0.032359007745981216
519;0.030100256204605103
520;0.03271669149398804
521;0.03243314474821091
522;0.03336434066295624
523;0.02896104007959366
524;0.03315204009413719
525;0.031519629061222076
526;0.030626744031906128
527;0.031521886587142944
528;0.029802273958921432
529;0.029294218868017197
530;0.030071768909692764
531;0.032673608511686325
532;0.034500185400247574
533;0.029796965420246124
534;0.032843057066202164
535;0.03106067329645157
536;0.030947953462600708
537;0.030558425933122635
538;0.031330570578575134
539;0.0326286181807518
540;0.030275292694568634
541;0.03118060901761055
542;0.03036116622388363
543;0.031033774837851524
544;0.030438706278800964
545;0.030813375487923622
546;0.03265608102083206
547;0.031596940010786057
548;0.02937757968902588
549;0.030863549560308456
550;0.02770795300602913
551;0.029741225764155388
552;0.030966073274612427
553;0.028858255594968796
554;0.03133297711610794
555;0.03155399486422539
556;0.032938551157712936
557;0.03403235599398613
558;0.03162122890353203
559;0.03119065798819065
560;0.030395666137337685
561;0.03078470379114151
562;0.029042493551969528
563;0.029456350952386856
564;0.03063191846013069
565;0.027819335460662842
566;0.028270386159420013
567;0.030844660475850105
568;0.03147944435477257
569;0.03143731504678726
570;0.03188716247677803
571;0.02918730117380619
572;0.029616573825478554
573;0.02927468717098236
574;0.028495460748672485
575;0.02936500683426857
576;0.03281262516975403
577;0.029363876208662987
578;0.030525285750627518
579;0.02998172491788864
580;0.03097888082265854
581;0.02958662435412407
582;0.02913608029484749
583;0.02831772156059742
584;0.028540806844830513
585;0.030620913952589035
586;0.03198792040348053
587;0.029689520597457886
588;0.029633397236466408
589;0.028788525611162186
590;0.031056571751832962
591;0.03034285083413124
592;0.02819773554801941
593;0.030254904180765152
594;0.027079205960035324
595;0.027673153206706047
596;0.027914753183722496
597;0.03196385130286217
598;0.030304495245218277
599;0.027453701943159103
600;0.026975329965353012
601;0.030196309089660645
602;0.029900401830673218
603;0.027354564517736435
604;0.030622573569417
605;0.03033183515071869
606;0.027595508843660355
607;0.029156330972909927
608;0.0275392048060894
609;0.030111610889434814
610;0.02907104231417179
611;0.029207296669483185
612;0.03012446127831936
613;0.029362337663769722
614;0.030784912407398224
615;0.026840560138225555
616;0.02926415205001831
617;0.029203956946730614
618;0.0269026942551136
619;0.028145775198936462
620;0.030256472527980804
621;0.030548496171832085
622;0.028828060254454613
623;0.027812208980321884
624;0.03011726215481758
625;0.026761867105960846
626;0.02752252295613289
627;0.02899758890271187
628;0.02945321425795555
629;0.028763359412550926
630;0.03276149183511734
631;0.031175242736935616
632;0.026431981474161148
633;0.026993390172719955
634;0.02930913120508194
635;0.02818555198609829
636;0.030249373987317085
637;0.03214825689792633
638;0.028407644480466843
639;0.029277237132191658
640;0.025924891233444214
641;0.030098699033260345
642;0.026701968163251877
643;0.030328452587127686
644;0.029146753251552582
645;0.030466677621006966
